database,schema,table,row_count,total_mb,used_mb
WEB,dbo,BKUPSteps,13,0.015625,0.015625
WEB,dbo,TurboSnapshot,13,0.296875,0.234375
WEB,dbo,netlookdata,12,0.265625,0.164062
WEB,dbo,PDFEDITION,12,0.015625,0.015625
WEB,dbo,ResellerCheckListSelected,12,0.015625,0.015625
WEB,dbo,InstaAddress,11,0.070312,0.015625
WEB,dbo,New_Class,11,0.015625,0.015625
WEB,dbo,NexsteppeDealers,11,0.015625,0.015625
WEB,dbo,nwpubeditions,11,0.015625,0.015625
WEB,dbo,STATUS,11,0.015625,0.015625
WEB,dbo,BANNERSIZES,10,0.015625,0.015625
WEB,dbo,BANNERTYPE,10,0.015625,0.015625
WEB,dbo,CarSpotDealers,10,0.078125,0.023437
WEB,dbo,DealerLogin_Log,10,0.015625,0.015625
WEB,dbo,newdlrsourcedealers,10,0.015625,0.015625
WEB,dbo,oodleCategories,10,0.015625,0.015625
WEB,dbo,TurboPLDCampaigns,10,0.218750,0.140625
WEB,dbo,ClassificationList,9,0.015625,0.015625
WEB,dbo,eBizAutosNewDealers,9,0.015625,0.015625
WEB,dbo,FEATURES,9,0.015625,0.015625
WEB,dbo,FreeClass,9,0.015625,0.015625
WEB,dbo,RatchetDeactivationReasons,9,0.015625,0.015625
WEB,dbo,SEARCHPAGES,9,0.015625,0.015625
WEB,dbo,SonicDealers,9,0.015625,0.015625
WEB,dbo,Auction123_Dealers,8,0.078125,0.023437
WEB,dbo,BANSIZE,8,0.015625,0.015625
WEB,dbo,FormStatus,8,0.015625,0.015625
WEB,dbo,LeadsExternalStatus,8,0.015625,0.015625
WEB,dbo,Missing_RDP_URL,8,0.070312,0.015625
WEB,dbo,PremiumAutoCustomers,8,0.015625,0.015625
WEB,dbo,RatchetFormStatus,8,0.015625,0.015625
WEB,dbo,RatchetFormTypes,8,0.015625,0.015625
WEB,dbo,ROLES,8,0.015625,0.015625
WEB,dbo,WebFeaturesTranslate,8,0.015625,0.015625
WEB,dbo,AutoSweetCustomers,7,0.070312,0.015625
WEB,dbo,AutoXplorerDealers,7,0.015625,0.015625
WEB,dbo,BANLOCATION,7,0.015625,0.015625
WEB,dbo,CARTYPES,7,0.015625,0.015625
WEB,dbo,FormTypes,7,0.015625,0.015625
WEB,dbo,LeadQStatus,7,0.015625,0.015625
WEB,dbo,PHOTOSTOPS,7,0.015625,0.015625
WEB,dbo,Regions,7,0.015625,0.015625
WEB,dbo,BRDDealers,6,0.070312,0.015625
WEB,dbo,FormInventory,6,0.015625,0.015625
WEB,dbo,NexteppeDealers,6,0.070312,0.015625
WEB,dbo,ResellerCheckListOptions,6,0.015625,0.015625
WEB,dbo,Rules,6,0.015625,0.015625
WEB,dbo,searchRadius,6,0.015625,0.015625
WEB,dbo,acxDealers,5,0.070312,0.015625
WEB,dbo,acxDealers_Import_wURL,5,0.070312,0.015625
WEB,dbo,BANNERSTATE,5,0.015625,0.015625
WEB,dbo,BANTYPE,5,0.015625,0.015625
WEB,dbo,DealerActiveDealers,5,0.015625,0.015625
WEB,dbo,DealerOnDealers,5,0.070312,0.015625
WEB,dbo,dslotdatanewrev,5,0.015625,0.015625
WEB,dbo,eLeadsDealers,5,0.070312,0.015625
WEB,dbo,windowstickerdealers,5,0.015625,0.015625
WEB,dbo,adez_feed,4,0.023437,0.023437
WEB,dbo,AutoCornerDealers,4,0.070312,0.015625
WEB,dbo,ChapmanDealers,4,0.015625,0.015625
WEB,dbo,Feed2LiveLog,4,0.070312,0.015625
WEB,dbo,FixDupeVIN,4,0.015625,0.015625
WEB,dbo,RatchetFeedTracker_Save_AdEzReSubmit,4,0.023437,0.023437
WEB,dbo,StockNumCustomers,4,0.070312,0.015625
WEB,dbo,UpSell,4,0.015625,0.015625
WEB,dbo,AutoRevXlate,3,0.015625,0.015625
WEB,dbo,autosoftdealers,3,0.015625,0.015625
WEB,dbo,ChromacarsCustomers,3,0.070312,0.015625
WEB,dbo,DealerFireDealers,3,0.070312,0.015625
WEB,dbo,Upsells,3,0.015625,0.015625
WEB,dbo,User_Test,3,0.015625,0.015625
WEB,dbo,xsitesource,3,0.015625,0.015625
WEB,dbo,Actions,2,0.015625,0.015625
WEB,dbo,AggregatorTier,2,0.015625,0.015625
WEB,dbo,AutoExactCustomers,2,0.070312,0.015625
WEB,dbo,CarThinkDealer,2,0.023437,0.023437
WEB,dbo,CSSummitDealers,2,0.015625,0.015625
WEB,dbo,DataOneCustomers,2,0.070312,0.015625
WEB,dbo,DealerWebsitesDealers,2,0.015625,0.015625
WEB,dbo,dsLotData,2,0.015625,0.015625
WEB,dbo,FeedDupeCheck,2,0.015625,0.015625
WEB,dbo,IDealerdealers,2,0.023437,0.023437
WEB,dbo,InteractRV_customers,2,0.070312,0.015625
WEB,dbo,IOcom_customers,2,0.078125,0.023437
WEB,dbo,JTZDealers,2,0.070312,0.015625
WEB,dbo,KGISolutionsDealers,2,0.070312,0.015625
WEB,dbo,MagnetDigitalDealers,2,0.078125,0.023437
WEB,dbo,PriceType,2,0.015625,0.015625
WEB,dbo,ResellerCheckList,2,0.015625,0.015625
WEB,dbo,ServerSource,2,0.015625,0.015625
WEB,dbo,VOIDTYPE,2,0.015625,0.015625
WEB,dbo,WebUntanglerDealers,2,0.070312,0.015625
WEB,dbo,_FolderContentManager,1,0.015625,0.015625
WEB,dbo,ActionGroup,1,0.015625,0.015625
WEB,dbo,AllAutoNetworkAds,1,0.023437,0.023437
WEB,dbo,AllAutoNetworkDealers,1,0.015625,0.015625
WEB,dbo,AutoBaseCustomers,1,0.070312,0.015625
WEB,dbo,AutoJiniCustomers,1,0.015625,0.015625
WEB,dbo,automarksolutionsdealers,1,0.015625,0.015625
WEB,dbo,AutoMatrixDealers,1,0.070312,0.015625
WEB,dbo,AutoPlusNetDealers,1,0.015625,0.015625
WEB,dbo,AutoWebExpDealers,1,0.070312,0.015625
WEB,dbo,AutoXloodealers,1,0.023437,0.023437
WEB,dbo,BADIPS,1,0.015625,0.015625
WEB,dbo,BKUPSettings,1,0.015625,0.015625
WEB,dbo,BoostLogicDealers,1,0.015625,0.015625
WEB,dbo,CerritosDealers,1,0.015625,0.015625
WEB,dbo,ChapmanCustomers,1,0.015625,0.015625
WEB,dbo,CSDealers,1,0.070312,0.015625
WEB,dbo,DealerInspireDealers,1,0.070312,0.015625
WEB,dbo,DealershipIDSDealers,1,0.070312,0.015625
WEB,dbo,DF_DEALERS,1,0.015625,0.015625
WEB,dbo,DlrComCustomers,1,0.023437,0.023437
WEB,dbo,DSVKEYS,1,0.015625,0.015625
WEB,dbo,EDesignDealers,1,0.015625,0.015625
WEB,dbo,FeedFTP,1,0.015625,0.015625
WEB,dbo,FeedXMLDealers,1,0.015625,0.015625
WEB,dbo,FeedXMLSource,1,0.015625,0.015625
WEB,dbo,FirstLookDealers,1,0.070312,0.015625
WEB,dbo,GensystemDealers,1,0.015625,0.015625
WEB,dbo,GlobalScopecustomers,1,0.023437,0.023437
WEB,dbo,GroverAds,1,0.015625,0.015625
WEB,dbo,GroverDealers,1,0.015625,0.015625
WEB,dbo,GWMarketingCustomers,1,0.015625,0.015625
WEB,dbo,MJMICustomers,1,0.015625,0.015625
WEB,dbo,proprodealers,1,0.015625,0.015625
WEB,dbo,psndealers,1,0.015625,0.015625
WEB,dbo,SandhillImageFix,1,0.070312,0.015625
WEB,dbo,ShortURLSandhill,1,0.382812,0.109375
WEB,dbo,VinControlDealers,1,0.015625,0.015625
WEB,dbo,whoscalling_lingo,1,0.015625,0.015625
WEB,dbo,_Steven_Activates,0,0.000000,0.000000
WEB,dbo,accextras,0,0.000000,0.000000
WEB,dbo,AccountBackground,0,0.000000,0.000000
WEB,dbo,ad_inserted,0,0.000000,0.000000
WEB,dbo,ad_updated,0,0.000000,0.000000
WEB,dbo,ADHISTORY,0,0.000000,0.000000
WEB,dbo,ARIAds,0,0.000000,0.000000
WEB,dbo,ariphotos,0,0.000000,0.000000
WEB,dbo,AutaBuyAds,0,0.000000,0.000000
WEB,dbo,AutoConX2Endeavor,0,0.000000,0.000000
WEB,dbo,AutoNetCustomers,0,0.007812,0.007812
WEB,dbo,AutoNetData,0,0.007812,0.007812
WEB,dbo,AutoSoftAds,0,0.000000,0.000000
WEB,dbo,AutoWebExpAds,0,0.007812,0.007812
WEB,dbo,AutoXloodata,0,0.007812,0.007812
WEB,dbo,BlinkerAds,0,0.015625,0.015625
WEB,dbo,BlinkerDealers,0,0.015625,0.015625
WEB,dbo,brdads,0,0.000000,0.000000
WEB,dbo,BUSNEWSCHEDULE,0,0.000000,0.000000
WEB,dbo,BUSQUEUES,0,0.015625,0.015625
WEB,dbo,CarDaddyData,0,0.007812,0.007812
WEB,dbo,CARDS,0,0.000000,0.000000
WEB,dbo,CarGurusCalls,0,0.000000,0.000000
WEB,dbo,CART,0,0.023437,0.023437
WEB,dbo,CARTIMAGES,0,0.015625,0.015625
WEB,dbo,ChapmanData,0,0.000000,0.000000
WEB,dbo,chapmandatatemp,0,0.000000,0.000000
WEB,dbo,CharterFeed,0,0.000000,0.000000
WEB,dbo,CiberTraxTemp,0,0.000000,0.000000
WEB,dbo,CirrusSolutions_ads,0,0.007812,0.007812
WEB,dbo,CoreLog,0,0.000000,0.000000
WEB,dbo,CrawlVSFeed,0,0.000000,0.000000
WEB,dbo,CSAutoNationAds,0,0.039062,0.039062
WEB,dbo,CSSummitAds,0,0.015625,0.015625
WEB,dbo,DCTempCus,0,0.000000,0.000000
WEB,dbo,DealerEBiz_Ads,0,0.007812,0.007812
WEB,dbo,DealerEBiz_Dealers,0,0.007812,0.007812
WEB,dbo,DealerFrontData,0,0.015625,0.015625
WEB,dbo,DealerHDCustomers,0,0.007812,0.007812
WEB,dbo,DealerHDData,0,0.015625,0.015625
WEB,dbo,dealerimages_copied,0,0.000000,0.000000
WEB,dbo,DealerImpactData,0,0.015625,0.015625
WEB,dbo,DealerLogosTT,0,0.000000,0.000000
WEB,dbo,DealerTrendAds,0,0.039062,0.039062
WEB,dbo,DealerTrendDealers,0,0.015625,0.015625
WEB,dbo,DealerWebsitesAdstemp,0,0.000000,0.000000
WEB,dbo,diamondAds,0,0.015625,0.015625
WEB,dbo,diamondDealers,0,0.007812,0.007812
WEB,dbo,digitalmotor,0,0.007812,0.007812
WEB,dbo,DlrMapping,0,0.000000,0.000000
WEB,dbo,DlrPeakCustomers,0,0.015625,0.015625
WEB,dbo,DlrPeakData,0,0.015625,0.015625
WEB,dbo,dlrsource,0,0.007812,0.007812
WEB,dbo,DSEXPORT,0,0.000000,0.000000
WEB,dbo,DSVKEYERRORS,0,0.000000,0.000000
WEB,dbo,dx_images,0,0.000000,0.000000
WEB,dbo,dx_listings,0,0.000000,0.000000
WEB,dbo,dx_listings_list,0,0.000000,0.000000
WEB,dbo,DX_LiveSyncManager,0,0.242187,0.187500
WEB,dbo,DX_MemberSyncManager,0,0.015625,0.015625
WEB,dbo,dx_NoChangeAds,0,0.000000,0.000000
WEB,dbo,eBizAutosData,0,0.015625,0.015625
WEB,dbo,EndeavorBilling201901,0,0.007812,0.007812
WEB,dbo,EndeavorInternetSales,0,0.046875,0.046875
WEB,dbo,event_capture,0,0.000000,0.000000
WEB,dbo,FEEDUPSELLS,0,0.000000,0.000000
WEB,dbo,FVLOG,0,0.000000,0.000000
WEB,dbo,FVTOTALS,0,0.000000,0.000000
WEB,dbo,Geebo_Inbound,0,0.000000,0.000000
WEB,dbo,Gensystemads,0,0.000000,0.000000
WEB,dbo,Gensystemadstemp,0,0.078125,0.023437
WEB,dbo,GEOIP,0,0.000000,0.000000
WEB,dbo,GoAutoAds,0,0.007812,0.007812
WEB,dbo,GoogleBase,0,0.015625,0.015625
WEB,dbo,GWMarketingAds,0,0.000000,0.000000
WEB,dbo,HanleesData,0,0.015625,0.015625
WEB,dbo,HanleesDealers,0,0.015625,0.015625
WEB,dbo,HNPaidData,0,0.000000,0.000000
WEB,dbo,HNPaidDealers,0,0.000000,0.000000
WEB,dbo,ImagicLabAds,0,0.007812,0.007812
WEB,dbo,ImagicLabDealers,0,0.007812,0.007812
WEB,dbo,internetrecon_combine,0,0.046875,0.046875
WEB,dbo,InventrueData,0,0.007812,0.007812
WEB,dbo,IocomData,0,0.000000,0.000000
WEB,dbo,LotBoysAds,0,0.000000,0.000000
WEB,dbo,MissingDSImages,0,0.000000,0.000000
WEB,dbo,MJMIData,0,0.000000,0.000000
WEB,dbo,NewAggOverlay,0,0.070312,0.015625
WEB,dbo,NewFeedLive,0,1.140625,0.156250
WEB,dbo,NullSlsRep,0,0.070312,0.015625
WEB,dbo,oodleTemp,0,0.000000,0.000000
WEB,dbo,oodleTempCats,0,0.000000,0.000000
WEB,dbo,oodleTempCats2,0,0.000000,0.000000
WEB,dbo,PAYMENTS,0,0.000000,0.000000
WEB,dbo,pennysaverExport,0,0.000000,0.000000
WEB,dbo,PlatformAutoAds,0,0.000000,0.000000
WEB,dbo,PromoPixAds,0,0.000000,0.000000
WEB,dbo,ProofLock,0,0.000000,0.000000
WEB,dbo,ProProdata,0,0.007812,0.007812
WEB,dbo,ProxyCrawlers,0,0.000000,0.000000
WEB,dbo,psncategories,0,0.000000,0.000000
WEB,dbo,RatchetCheck,0,0.070312,0.015625
WEB,dbo,RatchetCombined,0,0.015625,0.015625
WEB,dbo,RatchetFeedTracker_Dupes,0,0.000000,0.000000
WEB,dbo,RECEIPTS,0,0.000000,0.000000
WEB,dbo,ReevesAds,0,0.000000,0.000000
WEB,dbo,ReevesAdsTemp,0,0.210937,0.046875
WEB,dbo,REFUNDS,0,0.000000,0.000000
WEB,dbo,Reseller_Ord_Sub_Discrepancies,0,0.000000,0.000000
WEB,dbo,RideDigitalAds,0,0.000000,0.000000
WEB,dbo,RideDigitalPhotos,0,0.000000,0.000000
WEB,dbo,RideMarketingAds,0,0.000000,0.000000
WEB,dbo,RideMarketingPhotos,0,0.000000,0.000000
WEB,dbo,SandhillPhotos,0,0.000000,0.000000
WEB,dbo,SmartWebCustomers,0,0.015625,0.015625
WEB,dbo,SmartWebData,0,0.015625,0.015625
WEB,dbo,sonicdata,0,0.046875,0.046875
WEB,dbo,sonicdatatemp,0,0.023437,0.023437
WEB,dbo,stlouisdata,0,0.000000,0.000000
WEB,dbo,StLouisData_XML,0,0.000000,0.000000
WEB,dbo,SUBEDITIONS,0,0.000000,0.000000
WEB,dbo,SUBMIT,0,0.000000,0.000000
WEB,dbo,Subscriptions,0,0.000000,0.000000
WEB,dbo,sysdiagrams,0,0.031250,0.031250
WEB,dbo,tempaccountids,0,0.000000,0.000000
WEB,dbo,TempCharter,0,0.000000,0.000000
WEB,dbo,TEMPDLM,0,0.000000,0.000000
WEB,dbo,TempOutFeed,0,0.000000,0.000000
WEB,dbo,tempVODads,0,0.000000,0.000000
WEB,dbo,TexasDirectData,0,0.000000,0.000000
WEB,dbo,TMPiMoveDaleR_feedads,0,0.000000,0.000000
WEB,dbo,toweb2carz_ads,0,0.000000,0.000000
WEB,dbo,TransferInfo,0,0.000000,0.000000
WEB,dbo,TreisterCustomer,0,0.007812,0.007812
WEB,dbo,TreisterData,0,0.000000,0.000000
WEB,dbo,vastTemp,0,0.000000,0.000000
WEB,dbo,VERIFIED,0,0.015625,0.015625
WEB,dbo,WebPackageAging_Combine,0,0.109375,0.062500
WEB,dbo,WhosCalllingChangeRequestLog,0,0.000000,0.000000
WEB,dbo,WindowStickerdatatemp,0,0.000000,0.000000
WEB,dbo,x__DEALERIMAGES,0,0.000000,0.000000
